ID,RA (deg),DEC (deg),cluster redshift,radial velocity(km/s),Comoving Distance(Mpc/h),r_200(Mpc/h),N_200,sigma_200(km/s),lower error in sigma_200(km/s),upper error in sigma_200(km/s),"M_200 cls mass (10^14 M_sun, NFW)","error in M_200 cls mass (10^14 M_sun, NFW)",R_s (Mpc/h),error in r_s (Mpc/h),"M_s (10^14 M_sun, NFW)","error in M_s (10^14 M_sun, NFW)"
662,200.8978,4.6939547,0.13390885,37478.073,389.0573,0.76396702,10,407.655,-164.14409,279.24914,1.18E+14,4.19E+13,0.27,0.096,3.77E+13,1.34E+13
663,149.90815,11.497157,0.07717135,22245.155,227.27569,0.77810474,22,422.31981,-73.170951,83.860252,1.18E+14,3.62E+13,0.39,0.12,5.28E+13,1.62E+13
664,135.60955,14.385209,0.10108362,28779.555,296.01571,0.77202208,11,449.56007,-100.40933,170.50259,1.18E+14,3.62E+13,0.13,0.04,2.10E+13,6.47E+12
665,187.7608,28.862884,0.06214824,18053.665,183.6779,0.7817904,31,488.87474,-97.74959,132.10406,1.18E+14,4.71E+13,0.06,0.024,1.33E+13,5.31E+12
666,170.81148,1.1664224,0.073739645,21293.582,217.34458,0.77848459,38,421.52484,-82.896911,112.74391,1.18E+14,3.01E+13,0.39,0.1,5.27E+13,1.35E+13
667,233.60817,37.042135,0.15278965,42340.982,441.87692,0.75815974,6,485.40898,-90.5817,130.62169,1.18E+14,7.83E+13,0.06,0.04,1.35E+13,8.97E+12
668,119.98121,53.97696,0.1019166,29004.161,298.39571,0.77042589,19,424.76927,-71.014927,98.825042,1.17E+14,6.51E+13,0.18,0.1,2.65E+13,1.47E+13
669,208.26299,19.812097,0.070728482,20455.755,208.61688,0.77830674,18,399.22166,-95.14487,132.32831,1.17E+14,3.44E+13,0.34,0.1,4.57E+13,1.34E+13
670,209.81165,15.582537,0.024829775,7351.3934,74.019759,0.78909989,12,430.92692,-269.97152,150.83035,1.17E+14,5.61E+13,0.05,0.024,1.20E+13,5.76E+12
671,227.49115,2.9913007,0.0917712,26254.745,269.34147,0.77180325,19,460.92581,-116.56088,147.57664,1.17E+14,4.24E+13,0.11,0.04,1.87E+13,6.79E+12
672,194.95193,22.709501,0.07449622,21503.671,219.53547,0.7758079,8,448.02328,-97.589438,137.44072,1.16E+14,4.66E+13,0.05,0.02,1.21E+13,4.82E+12
673,152.98117,33.570445,0.12741385,35781.648,370.76938,0.76232402,15,473.33156,-108.19564,126.03271,1.16E+14,3.15E+13,0.31,0.084,4.24E+13,1.15E+13
674,213.25861,8.3224185,0.08361053,24021.293,245.86556,0.77339415,13,578.87836,-133.43562,248.54745,1.16E+14,4.99E+13,0.14,0.06,2.18E+13,9.36E+12
675,193.70701,-2.623382,0.11755465,33183.296,342.89385,0.76464918,8,510.33047,-118.70389,139.56028,1.16E+14,6.20E+13,0.06,0.032,1.33E+13,7.07E+12
676,178.97615,36.162626,0.064226475,18637.481,189.72786,0.77808853,11,579.32225,-235.07828,148.10157,1.16E+14,5.01E+13,0.13,0.056,2.07E+13,8.90E+12
677,226.97417,16.578468,0.1180263,33308.237,344.23053,0.76433071,16,422.62043,-95.814654,116.70264,1.16E+14,4.44E+13,0.22,0.084,3.11E+13,1.19E+13
678,175.57301,55.463327,0.13490754,37737.845,391.86394,0.75967796,7,356.91819,-212.37769,213.07962,1.16E+14,5.11E+13,0.1,0.044,1.77E+13,7.78E+12
679,220.95087,10.364191,0.05529196,16118.512,163.67584,0.77977248,15,462.34145,-269.1844,205.53218,1.16E+14,3.18E+13,0.7,0.192,1.01E+14,2.77E+13
680,131.3975,3.0288816,0.076827238,22149.894,226.2806,0.77355326,9,324.97639,-113.87044,145.98159,1.16E+14,6.01E+13,0.1,0.052,1.74E+13,9.06E+12
681,228.77562,10.246671,0.05671375,16520.954,167.82906,0.77798118,17,439.01014,-108.52326,130.28066,1.15E+14,7.10E+13,0.13,0.08,2.05E+13,1.26E+13
682,238.42832,17.816259,0.08994957,25757.888,264.10931,0.76926066,10,461.95201,-123.67785,194.48204,1.15E+14,7.37E+13,0.1,0.064,1.74E+13,1.11E+13
683,191.94762,-0.17580054,0.089489094,25632.137,262.78597,0.76890706,19,437.60879,-120.41254,155.74313,1.15E+14,4.02E+13,0.16,0.056,2.39E+13,8.35E+12
684,164.87733,53.832973,0.07150822,20672.966,210.87813,0.77266231,16,373.54921,-68.122882,88.44938,1.15E+14,5.86E+13,0.18,0.092,2.59E+13,1.32E+13
685,135.82935,54.028995,0.083102978,23881.737,244.40238,0.76973624,7,424.11749,-136.77433,161.0067,1.15E+14,4.59E+13,0.07,0.028,1.41E+13,5.65E+12
686,155.41337,23.859762,0.03944341,11591.805,117.19039,0.78023706,49,449.72066,-73.947152,91.593432,1.15E+14,3.13E+13,0.19,0.052,2.68E+13,7.33E+12
687,201.13626,0.36576959,0.10909927,30932.498,318.87717,0.76283145,7,438.52856,-166.87959,178.11728,1.14E+14,4.58E+13,0.13,0.052,2.06E+13,8.25E+12
688,185.45158,7.8369921,0.1354995,37891.688,393.52688,0.75589412,13,524.75707,-111.90731,184.81858,1.14E+14,2.93E+13,0.25,0.064,3.45E+13,8.83E+12
689,228.437,28.018783,0.11492477,32485.452,335.43483,0.76091187,14,421.19869,-101.57417,137.90637,1.14E+14,3.45E+13,0.45,0.136,6.11E+13,1.85E+13
690,246.54732,13.579719,0.08993469,25753.826,264.06655,0.76697366,15,450.8188,-192.67238,291.48903,1.14E+14,4.09E+13,0.29,0.104,3.89E+13,1.39E+13
691,215.41628,49.510676,0.07187306,20774.538,211.93588,0.77094642,23,459.01746,-77.737599,114.33439,1.14E+14,3.42E+13,0.2,0.06,2.80E+13,8.40E+12
692,233.1334,4.6809978,0.03827569,11255.316,113.7516,0.77917213,54,435.2256,-67.94523,76.431636,1.14E+14,3.19E+13,0.2,0.056,2.78E+13,7.77E+12
693,131.97579,31.869965,0.06730606,19500.241,198.68175,0.77181614,21,388.34574,-78.405894,105.09466,1.14E+14,3.31E+13,0.33,0.096,4.35E+13,1.27E+13
694,130.30567,61.214421,0.13074122,36652.237,380.14577,0.75570801,10,491.04743,-134.50019,154.83892,1.14E+14,3.59E+13,0.38,0.12,5.12E+13,1.62E+13
695,10.746948,-9.4007069,0.07677856,22136.415,226.13982,0.76903567,14,441.25536,-109.28122,122.21632,1.14E+14,3.25E+13,0.14,0.04,2.14E+13,6.12E+12
696,198.82566,22.219027,0.062795185,18235.541,185.56187,0.77235371,10,442.98075,-168.44149,225.95383,1.14E+14,3.09E+13,0.47,0.128,6.26E+13,1.71E+13
697,170.71051,23.986273,0.025923,7670.8223,77.259443,0.78134646,49,488.07408,-75.624734,100.77795,1.14E+14,2.86E+13,0.27,0.068,3.56E+13,8.97E+12
698,151.95947,0.59279509,0.09658293,27562.485,283.13938,0.7639264,29,463.19838,-84.837966,121.33716,1.14E+14,3.33E+13,0.45,0.132,6.04E+13,1.77E+13
699,244.25182,23.16056,0.10439725,29671.843,305.47758,0.76161468,15,406.6218,-119.5438,117.98179,1.13E+14,4.20E+13,0.27,0.1,3.64E+13,1.35E+13
700,167.65017,7.7855409,0.04682575,13709.68,138.88687,0.77580313,17,463.54994,-56.759901,76.482145,1.13E+14,4.30E+13,0.19,0.072,2.66E+13,1.01E+13
701,148.46036,12.26672,0.1282854,36009.992,373.2269,0.75497699,12,523.43156,-185.53729,279.14776,1.13E+14,4.29E+13,0.19,0.072,2.71E+13,1.03E+13
702,122.70011,42.320136,0.06364435,18474.08,188.03384,0.77082562,31,426.03393,-63.325335,82.971027,1.13E+14,3.35E+13,0.27,0.08,3.58E+13,1.06E+13
703,135.59292,20.624431,0.08252293,23722.154,242.72976,0.76608898,33,442.55873,-65.952815,100.25882,1.13E+14,4.08E+13,0.41,0.148,5.42E+13,1.96E+13
704,160.63481,12.449807,0.06395689,18561.822,188.94341,0.77046262,14,451.15556,-186.90987,243.94817,1.13E+14,4.14E+13,0.12,0.044,1.91E+13,7.02E+12
705,179.69453,13.716114,0.04361771,12791.342,129.4678,0.77513012,6,502.58945,-209.78369,250.69821,1.13E+14,4.51E+13,0.19,0.076,2.65E+13,1.06E+13
706,14.022255,0.69466153,0.066745395,19343.378,197.05261,0.76939884,33,496.99846,-75.339318,88.515,1.13E+14,5.01E+13,0.09,0.04,1.60E+13,7.11E+12
707,135.32771,3.0206919,0.19313491,52395.151,553.02681,0.73653073,6,463.70251,-181.70332,256.39765,1.12E+14,5.78E+13,0.07,0.036,1.42E+13,7.29E+12
708,164.95336,10.056682,0.06360472,18462.952,187.9185,0.76933079,13,424.94357,-91.505088,101.68094,1.12E+14,3.25E+13,0.29,0.084,3.81E+13,1.10E+13
709,209.42242,22.856396,0.078601757,22640.764,231.4103,0.76519488,10,457.46134,-123.07013,196.14896,1.12E+14,3.52E+13,0.14,0.044,2.12E+13,6.67E+12
710,254.13827,18.553286,0.05314143,15508.658,157.38855,0.77144134,22,471.09573,-101.49528,184.01821,1.12E+14,3.59E+13,0.15,0.048,2.21E+13,7.09E+12
711,237.91611,45.551007,0.11824427,33365.956,344.84816,0.75514074,16,549.67712,-116.45384,156.8946,1.12E+14,6.73E+13,0.04,0.024,1.06E+13,6.37E+12
712,193.99501,62.146781,0.1049625,29823.732,307.09006,0.75797985,19,491.70463,-151.39058,220.30981,1.12E+14,6.15E+13,0.08,0.044,1.50E+13,8.23E+12
713,159.01778,47.618034,0.1499519,41616.58,433.97086,0.74618763,8,421.76751,-207.91204,210.98393,1.12E+14,7.45E+13,0.09,0.06,1.61E+13,1.08E+13
714,215.13166,25.221697,0.078924545,22729.955,232.34293,0.76387747,23,459.82208,-116.5813,199.61626,1.12E+14,3.69E+13,0.23,0.076,3.10E+13,1.02E+13
715,179.49462,5.0172368,0.075797735,21864.684,223.30253,0.76425742,30,524.66217,-101.67288,162.03353,1.11E+14,3.18E+13,0.42,0.12,5.50E+13,1.57E+13
716,20.22776,-0.54400203,0.09250221,26453.857,271.43979,0.76000421,22,438.66474,-93.869915,155.25905,1.11E+14,3.99E+13,0.19,0.068,2.66E+13,9.51E+12
717,24.305707,-9.1871141,0.04096289,12029.048,121.66226,0.77221076,52,456.88879,-72.987951,114.78187,1.11E+14,2.83E+13,0.22,0.056,2.95E+13,7.51E+12
718,256.97704,29.755828,0.082009898,23580.927,241.24999,0.7619467,7,382.3191,-162.5036,195.88111,1.11E+14,4.44E+13,0.02,0.008,7.97E+12,3.19E+12
719,173.52493,25.558883,0.07102586,20538.616,209.47938,0.76465601,22,459.18597,-108.69163,171.37522,1.11E+14,3.33E+13,0.04,0.012,1.05E+13,3.14E+12
720,155.30177,12.206296,0.12890855,36173.122,374.98333,0.75008258,14,355.78632,-52.970954,78.766143,1.11E+14,3.82E+13,0.36,0.124,4.76E+13,1.64E+13
721,162.71551,4.5039788,0.12590195,35385.014,366.50369,0.7506473,9,429.12599,-160.70498,248.40182,1.11E+14,7.77E+13,0.12,0.084,1.91E+13,1.34E+13
722,125.12072,49.351742,0.07687559,22163.281,226.42043,0.76171441,15,435.67332,-148.94693,247.67802,1.10E+14,5.58E+13,0.19,0.096,2.63E+13,1.33E+13
723,25.61533,-10.265807,0.1121788,31754.663,327.63604,0.75284756,17,389.68544,-88.942905,143.49145,1.10E+14,3.97E+13,0.3,0.108,3.95E+13,1.42E+13
724,190.47107,-2.037052,0.08389463,24099.376,246.68441,0.75988279,22,418.30409,-113.0269,185.00263,1.10E+14,3.62E+13,0.39,0.128,5.07E+13,1.66E+13
725,131.14224,61.201374,0.12079016,34039.098,352.0571,0.75056834,7,369.18523,-160.17849,174.99126,1.10E+14,4.77E+13,0.25,0.108,3.35E+13,1.45E+13
726,167.84685,38.014961,0.10126157,28827.555,296.52424,0.75530045,12,385.62589,-236.85973,290.65738,1.10E+14,3.64E+13,0.4,0.132,5.23E+13,1.73E+13
727,236.22901,16.918148,0.04958802,14497.955,146.98571,0.76788816,22,467.21406,-94.177866,141.18026,1.10E+14,3.21E+13,0.11,0.032,1.77E+13,5.15E+12
728,168.87183,41.332341,0.072511757,20952.258,213.78715,0.76219196,13,322.51727,-127.88135,187.49943,1.10E+14,3.20E+13,0.11,0.032,1.78E+13,5.17E+12
729,179.13667,54.451324,0.06465628,18758.062,190.97831,0.76386522,7,324.80881,-112.80365,71.718678,1.10E+14,4.40E+13,0.06,0.024,1.26E+13,5.02E+12
730,182.44126,22.282568,0.11137781,31541.082,325.35914,0.75227658,12,418.75546,-123.56073,89.118272,1.10E+14,4.72E+13,0.14,0.06,2.11E+13,9.03E+12
731,198.24845,46.260977,0.1818173,49620.603,522.08385,0.73428121,18,443.16942,-75.386377,99.882417,1.10E+14,3.67E+13,0.12,0.04,1.93E+13,6.42E+12
732,241.21671,23.940806,0.0321142,9473.0809,95.575632,0.77131679,43,471.50136,-92.081673,157.32136,1.10E+14,2.64E+13,0.15,0.036,2.17E+13,5.21E+12
733,139.14793,5.981403,0.13494505,37747.597,391.96934,0.74577695,18,593.68316,-151.33053,179.60657,1.10E+14,3.95E+13,0.3,0.108,3.96E+13,1.43E+13
734,253.57898,23.490269,0.05694935,16587.583,168.51701,0.76494048,30,417.65314,-100.61248,192.35629,1.10E+14,2.86E+13,0.23,0.06,3.05E+13,7.95E+12
735,166.73362,13.910429,0.1176735,33214.785,343.23071,0.74934955,11,404.70797,-93.729118,105.01419,1.09E+14,6.18E+13,0.17,0.096,2.42E+13,1.37E+13
736,4.2299282,-0.46085935,0.064874045,18819.134,191.61177,0.76221169,36,524.67074,-118.33329,165.61854,1.09E+14,3.79E+13,0.15,0.052,2.18E+13,7.55E+12
737,239.35435,12.290298,0.071867039,20772.862,211.91842,0.76034091,10,357.21461,-158.21723,224.8753,1.09E+14,3.91E+13,0.19,0.068,2.61E+13,9.33E+12
738,241.84926,26.905944,0.092251259,26385.521,270.71954,0.75513865,7,436.45514,-263.88015,224.57684,1.09E+14,5.56E+13,0.11,0.056,1.77E+13,9.03E+12
739,236.88827,27.919068,0.07621499,21980.317,224.50971,0.75835258,30,431.31625,-64.342167,95.026783,1.09E+14,3.30E+13,0.33,0.1,4.24E+13,1.28E+13
740,250.90929,32.459684,0.096871019,27640.567,283.96446,0.7525939,7,421.12658,-211.83871,211.80479,1.09E+14,3.86E+13,0.09,0.032,1.56E+13,5.55E+12
741,175.0352,18.234398,0.1249202,35127.107,363.73203,0.7453942,10,424.11174,-140.4264,165.6403,1.09E+14,4.34E+13,0.18,0.072,2.52E+13,1.01E+13
742,251.40981,27.325687,0.10215631,29068.758,299.08042,0.75106667,15,396.16802,-103.70719,164.5876,1.09E+14,3.51E+13,0.26,0.084,3.41E+13,1.10E+13
743,205.46085,26.352952,0.0753551,21741.963,222.02165,0.75739071,33,444.41348,-60.279797,78.105693,1.08E+14,3.58E+13,0.23,0.076,3.03E+13,1.00E+13
744,243.49675,49.118657,0.05789125,16853.793,171.26655,0.76120181,42,463.58304,-65.437477,90.984654,1.08E+14,3.58E+13,0.29,0.096,3.71E+13,1.23E+13
745,326.78149,-7.8807218,0.1302808,36531.96,378.84926,0.7430067,13,472.0316,-85.874517,85.709536,1.08E+14,3.84E+13,0.09,0.032,1.57E+13,5.57E+12
746,205.19564,7.1845781,0.07961722,22921.246,234.34377,0.75548782,14,435.80148,-110.16894,139.36963,1.08E+14,5.04E+13,0.12,0.056,1.86E+13,8.66E+12
747,188.92517,26.724723,0.02348482,6957.9209,70.031849,0.76892008,57,474.25838,-53.726569,68.494016,1.08E+14,2.97E+13,0.32,0.088,4.02E+13,1.11E+13
748,357.33526,15.205774,0.1134175,32084.591,331.15538,0.74697331,10,395.25838,-132.8463,202.61137,1.08E+14,3.57E+13,0.29,0.096,3.77E+13,1.25E+13
749,172.27449,34.40664,0.1288747,36164.264,374.88794,0.7430835,10,439.39815,-113.72545,138.36524,1.08E+14,3.45E+13,0.1,0.032,1.67E+13,5.34E+12
750,23.258639,0.93632441,0.12487435,35115.056,363.60255,0.74406147,10,320.14406,-124.92997,165.14415,1.08E+14,4.09E+13,0.19,0.072,2.62E+13,9.93E+12
751,3.9058317,14.691381,0.083802945,24074.179,246.42017,0.75412056,21,433.11876,-69.236944,108.70365,1.08E+14,3.53E+13,0.22,0.072,2.92E+13,9.55E+12
752,208.32241,43.142404,0.1347816,37705.103,391.51009,0.74093732,8,468.61099,-181.81661,289.40522,1.08E+14,5.02E+13,0.06,0.028,1.25E+13,5.82E+12
753,116.51804,18.207517,0.05094581,14884.597,150.9628,0.76142072,44,383.40741,-90.173535,113.90217,1.08E+14,3.17E+13,0.19,0.056,2.56E+13,7.56E+12
754,115.66128,48.859977,0.09711281,27706.082,284.65684,0.75012713,11,500.80357,-141.39256,195.50823,1.08E+14,4.30E+13,0.1,0.04,1.65E+13,6.61E+12
755,210.63478,25.770245,0.060148338,17490.644,177.85029,0.75876153,17,360.49331,-70.8402,129.81058,1.07E+14,3.01E+13,0.1,0.028,1.64E+13,4.59E+12
756,172.19226,50.973792,0.03267463,9635.6564,97.231022,0.76502513,18,317.0014,-67.132746,92.796406,1.07E+14,3.49E+13,0.16,0.052,2.23E+13,7.26E+12
757,223.15277,50.922893,0.13092031,36699.003,380.64997,0.74082231,10,351.96325,-127.65292,118.80658,1.07E+14,3.34E+13,0.18,0.056,2.50E+13,7.78E+12
758,212.87357,28.128995,0.074730265,21568.627,220.21306,0.75436319,13,530.15344,-116.33957,141.39152,1.07E+14,8.56E+13,0.09,0.072,1.54E+13,1.23E+13
759,229.19646,-1.0091013,0.11892385,33545.823,346.77337,0.74294555,22,436.53525,-86.771267,136.27749,1.07E+14,2.94E+13,0.74,0.204,1.06E+14,2.93E+13
760,232.62595,2.5988074,0.087179286,25000.415,256.1434,0.75063516,9,556.3802,-349.67284,170.47233,1.07E+14,4.49E+13,0.19,0.08,2.57E+13,1.08E+13
761,242.75157,52.456103,0.063078415,18315.127,186.38648,0.75594753,27,417.63211,-92.624583,131.46657,1.07E+14,2.92E+13,0.19,0.052,2.55E+13,6.99E+12
762,239.66934,17.959114,0.04601613,13478.207,136.51111,0.75926478,43,476.03865,-72.860875,93.181323,1.06E+14,2.97E+13,0.3,0.084,3.76E+13,1.05E+13
763,215.22346,49.908055,0.071785932,20750.285,211.68329,0.75195815,9,471.36987,-119.43922,132.83829,1.06E+14,2.82E+13,0.15,0.04,2.13E+13,5.67E+12
764,184.78888,63.528356,0.1075722,30523.783,314.52884,0.74306424,11,410.20839,-169.22997,133.15219,1.06E+14,4.93E+13,0.18,0.084,2.46E+13,1.15E+13
765,184.9529,30.366086,0.02744479,8114.8781,81.766418,0.76226532,16,441.40455,-214.12572,307.25207,1.06E+14,3.38E+13,0.05,0.016,1.10E+13,3.53E+12
766,119.00361,41.213094,0.07425812,21437.572,218.84607,0.75063993,15,487.38487,-131.1099,198.5341,1.05E+14,4.38E+13,0.26,0.108,3.31E+13,1.38E+13
767,135.27701,7.7963135,0.148873,41340.565,430.96198,0.7311243,9,495.25468,-121.31527,117.51113,1.05E+14,3.15E+13,0.12,0.036,1.84E+13,5.53E+12
768,330.914,12.527019,0.028575345,8444.3237,85.112644,0.76042297,13,442.91006,-213.46459,246.71896,1.05E+14,4.20E+13,0.23,0.092,2.93E+13,1.17E+13
769,152.6159,2.6297095,0.094041453,26872.603,275.85563,0.7446242,11,400.73528,-114.53072,178.43778,1.05E+14,4.90E+13,0.06,0.028,1.21E+13,5.66E+12
770,136.84488,14.565906,0.11452414,32378.968,334.29768,0.73934066,8,350.84792,-94.459864,102.50935,1.05E+14,3.79E+13,0.21,0.076,2.77E+13,1.00E+13
771,209.69806,18.424818,0.12454063,35027.319,362.66005,0.73624017,8,436.56769,-130.799,176.85278,1.05E+14,4.88E+13,0.06,0.028,1.22E+13,5.67E+12
772,193.24342,45.032873,0.07800787,22476.586,229.69401,0.74714989,25,455.02808,-86.582622,120.71378,1.04E+14,3.13E+13,0.12,0.036,1.81E+13,5.42E+12
773,142.12446,7.8891689,0.13343681,37355.19,387.73021,0.73316419,9,292.24602,-72.462546,86.191994,1.04E+14,5.56E+13,0.15,0.08,2.13E+13,1.14E+13
774,157.09517,3.7645494,0.0732235,21150.16,215.84946,0.74775194,22,407.42315,-77.787573,95.708458,1.04E+14,2.78E+13,0.06,0.016,1.20E+13,3.20E+12
775,126.04008,19.412214,0.09910324,28244.754,290.35345,0.74121078,20,447.46413,-112.69002,178.86885,1.04E+14,3.45E+13,0.35,0.116,4.39E+13,1.45E+13
776,128.44534,45.255418,0.1799932,49170.096,517.07937,0.72095042,8,443.94342,-102.11587,128.48168,1.04E+14,3.70E+13,0.09,0.032,1.53E+13,5.45E+12
777,130.24898,30.197294,0.05030937,14703.434,149.09892,0.7517179,14,415.4315,-122.02922,157.93869,1.03E+14,3.37E+13,0.43,0.14,5.33E+13,1.74E+13
778,312.9242,-0.066720512,0.1071962,30423.043,313.45767,0.73762923,34,421.88088,-66.262899,94.539368,1.03E+14,3.31E+13,0.15,0.048,2.11E+13,6.74E+12
779,232.23725,21.048228,0.039110745,11495.986,116.21092,0.75362634,13,326.59418,-92.526064,84.851086,1.03E+14,6.19E+13,0.08,0.048,1.38E+13,8.30E+12
780,340.04488,-0.52993214,0.08787119,25189.812,258.13398,0.74175621,14,385.60705,-118.77784,205.56281,1.03E+14,3.09E+13,0.16,0.048,2.20E+13,6.59E+12
781,119.6595,15.974833,0.1075439,30516.202,314.44822,0.73661695,10,438.38142,-86.045455,121.77057,1.03E+14,7.00E+13,0.1,0.068,1.60E+13,1.09E+13
782,198.43042,33.980766,0.03649733,10742.082,108.51093,0.75349606,18,382.8148,-62.566736,68.967752,1.03E+14,3.12E+13,0.62,0.188,8.05E+13,2.44E+13
783,175.94104,46.347733,0.1150885,32528.958,335.89951,0.73451399,10,322.239,-68.982256,80.008303,1.03E+14,3.31E+13,0.36,0.116,4.50E+13,1.45E+13
784,220.10626,14.157194,0.12030602,33911.233,350.68691,0.7331742,11,471.96685,-184.16218,256.40268,1.03E+14,4.29E+13,0.23,0.096,2.96E+13,1.24E+13
785,229.23676,18.819035,0.09214764,26357.299,270.42212,0.73989565,15,440.03724,-162.41736,173.1673,1.03E+14,3.78E+13,0.25,0.092,3.16E+13,1.16E+13
786,116.39888,33.962971,0.062637275,18191.159,185.10208,0.7464538,24,406.35593,-70.101277,85.237053,1.03E+14,3.08E+13,0.2,0.06,2.59E+13,7.76E+12
787,181.30764,43.155366,0.052457323,15314.368,155.38714,0.74859502,18,537.26737,-160.78326,193.67576,1.02E+14,2.70E+13,0.41,0.108,5.04E+13,1.33E+13
788,56.339664,0.34451794,0.10637985,30204.182,311.13132,0.73558049,10,310.91853,-259.23496,206.68654,1.02E+14,3.54E+13,0.37,0.128,4.61E+13,1.59E+13
789,188.49105,5.6043122,0.08112645,23337.549,238.70095,0.74169381,13,260.43397,-115.06515,168.39587,1.02E+14,3.70E+13,0.21,0.076,2.70E+13,9.78E+12
790,127.84882,46.192524,0.154646,42813.623,447.04251,0.72350558,14,462.25515,-130.39281,215.45438,1.02E+14,4.68E+13,0.07,0.032,1.30E+13,5.96E+12
791,177.02805,54.632983,0.05989939,17420.476,177.12448,0.7465811,50,420.27434,-62.892131,81.840526,1.02E+14,2.86E+13,0.2,0.056,2.58E+13,7.22E+12
792,174.06199,38.839817,0.10872432,30832.208,317.80982,0.73451165,6,337.50728,-183.2966,189.6745,1.02E+14,6.81E+13,0.06,0.04,1.19E+13,7.93E+12
793,248.01197,13.658292,0.05258118,15349.555,155.74954,0.74751156,45,441.80731,-67.172408,89.583542,1.02E+14,2.91E+13,0.14,0.04,1.96E+13,5.60E+12
794,41.910265,0.37100042,0.1345733,37650.937,390.92478,0.72752097,7,389.21856,-118.3061,219.48347,1.02E+14,7.25E+13,0.09,0.064,1.50E+13,1.06E+13
795,244.73395,10.943686,0.093653865,26767.227,274.74402,0.73747291,23,494.07028,-115.4855,151.66374,1.02E+14,2.82E+13,0.13,0.036,1.88E+13,5.20E+12
796,129.55116,17.140207,0.11522198,32564.419,336.2783,0.73210677,9,389.68152,-86.843769,135.337,1.02E+14,3.49E+13,0.07,0.024,1.29E+13,4.42E+12
797,134.52183,22.776099,0.03717566,10937.959,110.51042,0.75057513,11,394.5958,-178.70584,156.93527,1.02E+14,3.39E+13,0.06,0.02,1.17E+13,3.90E+12
798,172.03349,-1.8702019,0.1193447,33657.143,347.96527,0.73052424,7,450.77289,-161.01491,210.98092,1.02E+14,5.42E+13,0.03,0.016,8.64E+12,4.61E+12
799,338.26928,13.248854,0.1004171,28599.69,294.11064,0.73498454,8,445.11534,-101.1793,93.018437,1.02E+14,3.87E+13,0.21,0.08,2.70E+13,1.03E+13
800,167.91396,-0.89238404,0.06422289,18636.475,189.71743,0.74350406,9,432.05078,-202.31088,224.2974,1.01E+14,3.79E+13,0.15,0.056,2.06E+13,7.68E+12
801,170.46171,48.079292,0.1276564,35845.217,371.45341,0.72763208,13,449.98616,-161.02837,155.69736,1.01E+14,2.83E+13,0.2,0.056,2.61E+13,7.30E+12
802,130.33387,32.076461,0.107395,30476.312,314.02405,0.73253866,12,385.44863,-126.18567,164.54966,1.01E+14,3.80E+13,0.16,0.06,2.18E+13,8.16E+12
803,239.17225,20.171583,0.04914843,14372.66,145.69756,0.74617419,37,433.25082,-77.79849,101.15761,1.01E+14,2.70E+13,0.12,0.032,1.75E+13,4.67E+12
804,179.48806,-2.525895,0.081382265,23408.046,239.43917,0.73792884,16,413.67919,-102.64244,155.64972,1.01E+14,2.97E+13,0.19,0.056,2.46E+13,7.26E+12
805,157.26761,37.797973,0.11473402,32434.759,334.89344,0.72974224,6,272.65213,-86.746734,109.1769,1.01E+14,6.85E+13,0.1,0.068,1.57E+13,1.07E+13
806,217.70168,-1.7892053,0.05490002,16007.467,162.53045,0.74410257,28,419.5748,-61.751042,84.116223,1.01E+14,3.63E+13,0.3,0.108,3.64E+13,1.31E+13
807,176.12229,23.115923,0.050375384,14722.23,149.29228,0.74388024,11,375.67164,-85.589075,137.11579,1.00E+14,4.01E+13,0.04,0.016,9.56E+12,3.82E+12
808,203.44065,9.9318779,0.071173195,20579.66,209.90666,0.73884573,19,428.91721,-89.064371,79.811129,1.00E+14,4.68E+13,0.12,0.056,1.75E+13,8.15E+12
809,342.21976,-8.2146474,0.07539705,21753.596,222.14305,0.73775431,9,388.76063,-207.28313,231.9948,1.00E+14,3.07E+13,0.3,0.092,3.65E+13,1.12E+13
810,179.46538,33.682116,0.079378245,22855.266,233.65355,0.73653653,24,397.74501,-83.107256,100.10724,1.00E+14,3.67E+13,0.12,0.044,1.75E+13,6.41E+12
811,19.882217,14.891474,0.12814325,35972.764,372.82615,0.72467368,15,587.58089,-132.91341,201.71322,1.00E+14,4.25E+13,0.16,0.068,2.17E+13,9.22E+12
812,186.18913,31.947573,0.060685265,17641.918,179.41541,0.74086729,32,408.9215,-69.420742,93.240839,1.00E+14,2.71E+13,0.34,0.092,4.10E+13,1.11E+13
813,240.87064,24.954755,0.087234171,25015.444,256.30133,0.73384656,8,324.49644,-80.253156,73.381178,9.98E+13,3.30E+13,0.23,0.076,2.87E+13,9.48E+12
814,152.56052,11.101714,0.077393955,22306.761,227.91932,0.73496404,11,392.71241,-207.42385,231.4103,9.93E+13,3.18E+13,0.35,0.112,4.22E+13,1.35E+13
815,227.83018,-0.12125491,0.09138707,26150.053,268.23855,0.73089226,36,427.15533,-75.978374,107.79523,9.90E+13,2.52E+13,0.22,0.056,2.75E+13,7.00E+12
816,145.04774,66.652509,0.069750263,20182.997,205.77883,0.73582649,21,415.60119,-70.662797,98.382737,9.89E+13,2.59E+13,0.29,0.076,3.50E+13,9.16E+12
817,113.65354,26.871836,0.08006,23043.451,235.62242,0.73323304,18,372.38688,-115.05568,211.49442,9.88E+13,5.60E+13,0.12,0.068,1.73E+13,9.81E+12
