ID,RA (deg),DEC (deg),cluster redshift,radial velocity(km/s),Comoving Distance(Mpc/h),r_200(Mpc/h),N_200,sigma_200(km/s),lower error in sigma_200(km/s),upper error in sigma_200(km/s),"M_200 cls mass (10^14 M_sun, NFW)","error in M_200 cls mass (10^14 M_sun, NFW)",R_s (Mpc/h),error in r_s (Mpc/h),"M_s (10^14 M_sun, NFW)","error in M_s (10^14 M_sun, NFW)"
974,356.96565,14.894672,0.10486587,29797.772,306.81443,0.69058926,11,281.59875,-76.72099,117.89661,8.46E+13,3.21E+13,0.19,0.072,2.18E+13,8.26E+12
975,58.516354,-0.171856,0.05647444,16453.258,167.13021,0.70142243,7,501.37479,-158.50075,161.62695,8.46E+13,5.31E+13,0.07,0.044,1.10E+13,6.89E+12
976,38.279659,1.0839766,0.1269388,35657.093,369.42942,0.68522534,9,376.42539,-247.69629,254.64965,8.45E+13,3.64E+13,0.13,0.056,1.64E+13,7.06E+12
977,136.94527,52.789636,0.098959801,28205.973,289.94311,0.69160866,25,497.9105,-111.10964,134.10153,8.45E+13,3.38E+13,0.06,0.024,1.01E+13,4.06E+12
978,125.0995,53.357807,0.16878409,46381.357,486.22151,0.67467255,10,378.82127,-91.637526,141.76345,8.42E+13,4.04E+13,0.1,0.048,1.38E+13,6.63E+12
979,351.22206,-8.8068925,0.096854485,27636.086,283.91711,0.69127562,15,403.39515,-148.84543,167.20697,8.42E+13,2.24E+13,0.06,0.016,1.01E+13,2.70E+12
980,188.28144,67.146473,0.105016,29838.103,307.24266,0.68940163,28,418.10909,-75.158393,89.841784,8.42E+13,2.63E+13,0.32,0.1,3.49E+13,1.09E+13
981,238.50241,29.919841,0.075719241,21842.926,223.07541,0.69568266,7,298.84712,-87.952804,131.3263,8.40E+13,3.36E+13,0.07,0.028,1.09E+13,4.38E+12
982,218.58473,54.803718,0.13987778,39026.421,405.81077,0.68095379,10,352.69471,-111.73633,212.21786,8.40E+13,3.57E+13,0.16,0.068,1.91E+13,8.12E+12
983,232.21558,27.638307,0.074099603,21393.557,218.38705,0.69586601,7,385.32494,-108.6545,108.32793,8.40E+13,3.71E+13,0.19,0.084,2.15E+13,9.51E+12
984,130.93112,38.899357,0.12072335,34021.456,351.86803,0.68488245,14,365.52897,-178.40196,144.03165,8.38E+13,2.40E+13,0.14,0.04,1.72E+13,4.90E+12
985,168.84803,67.675863,0.13665309,38191.201,396.76611,0.68106672,8,330.48598,-113.05988,137.86875,8.38E+13,2.61E+13,0.09,0.028,1.28E+13,3.98E+12
986,156.2329,50.19147,0.155948,43144.54,450.66258,0.67654158,14,398.77242,-126.47576,225.87174,8.38E+13,2.74E+13,0.44,0.144,4.97E+13,1.63E+13
987,202.36068,0.73446795,0.079248969,22819.566,233.28013,0.69405241,8,403.84548,-200.18906,220.83329,8.37E+13,2.01E+13,0.05,0.012,9.15E+12,2.20E+12
988,182.2956,56.620788,0.062941931,18276.779,185.98913,0.69744371,17,251.03071,-50.693073,77.971705,8.36E+13,2.44E+13,0.37,0.108,3.98E+13,1.16E+13
989,188.83915,1.8902264,0.07922754,22813.648,233.21823,0.69376291,33,426.14841,-71.434707,122.44003,8.36E+13,2.54E+13,0.25,0.076,2.72E+13,8.28E+12
990,236.79621,35.619055,0.0792526,22820.569,233.29062,0.69364322,10,423.70365,-108.93149,130.21135,8.36E+13,3.06E+13,0.12,0.044,1.52E+13,5.58E+12
991,21.745217,-1.1131861,0.01774653,5273.0749,52.989522,0.70702098,47,425.71471,-71.211326,102.64349,8.35E+13,2.17E+13,0.37,0.096,3.92E+13,1.02E+13
992,239.49024,34.021232,0.13104724,36732.146,381.00732,0.68159997,7,389.31359,-224.46457,226.04637,8.35E+13,2.60E+13,0.09,0.028,1.27E+13,3.97E+12
993,110.64614,41.485758,0.08774898,25156.37,257.78243,0.69126252,13,390.10249,-93.703601,147.08532,8.34E+13,2.92E+13,0.16,0.056,1.87E+13,6.56E+12
994,127.12568,13.72077,0.06638845,19243.462,196.01519,0.69605192,15,469.03888,-150.36625,230.61981,8.34E+13,3.03E+13,0.11,0.04,1.43E+13,5.19E+12
995,220.1272,23.249719,0.06612605,19169.988,195.25244,0.69545418,20,360.66461,-87.280561,153.17004,8.32E+13,2.52E+13,0.37,0.112,3.97E+13,1.20E+13
996,124.92122,21.032812,0.093382111,26693.316,273.9645,0.68906826,10,387.83579,-76.069234,103.54585,8.31E+13,4.65E+13,0.05,0.028,9.11E+12,5.10E+12
997,134.80258,39.671084,0.02762011,8165.9917,82.285446,0.70344108,12,449.75002,-251.33343,196.60562,8.30E+13,3.32E+13,0.04,0.016,8.11E+12,3.24E+12
998,164.5068,1.6348407,0.03936249,11568.501,116.95215,0.7007181,51,421.30468,-72.371673,106.78641,8.29E+13,2.33E+13,0.37,0.104,3.93E+13,1.10E+13
999,149.25617,26.150842,0.081776451,23516.638,240.57653,0.69129992,11,383.44056,-142.61645,204.36249,8.29E+13,2.95E+13,0.09,0.032,1.26E+13,4.46E+12
1000,193.01306,4.5745873,0.065021325,18860.431,192.04015,0.69470983,27,388.88911,-65.828151,97.173264,8.28E+13,3.11E+13,0.16,0.06,1.85E+13,6.95E+12
